DC.identifier,DC.source,DC.date,DC.title,DC.publisher,filename_html,filename,n_tokens
815785,https://www.berlin.de/ba-spandau/aktuelles/pressemitteilungen/2019/pressemitteilung.815785.php,29.05.2019,"Einladung zum Fachdiskurs „Antisemitismus – Aktuelle Herausforderungen, Merkmale und Erscheinungsformen“",Bezirksamt Spandau,815785.html,815785.txt,678
815774,https://www.berlin.de/ba-lichtenberg/aktuelles/pressemitteilungen/2019/pressemitteilung.815774.php,29.05.2019,Abschließende Anwohnerversammlung: Dolgensee-Promenade,Bezirksamt Lichtenberg,815774.html,815774.txt,806
815770,https://www.berlin.de/sen/bjf/service/presse/pressearchiv-2019/pressemitteilung.815770.php,29.05.2019,"Mitbestimmung Schulbau: Neuer Leitfaden, neue Broschüre","Senatsverwaltung für Bildung, Jugend und Familie",815770.html,815770.txt,541
815759,https://www.berlin.de/ba-spandau/aktuelles/pressemitteilungen/2019/pressemitteilung.815759.php,29.05.2019,„Plan für Entdecker erschienen!“,Bezirksamt Spandau,815759.html,815759.txt,649
815755,https://www.berlin.de/ba-spandau/aktuelles/pressemitteilungen/2019/pressemitteilung.815755.php,29.05.2019,Angebote der VHS Spandau in Kladow in Kooperation mit dem Rotkreuz-Institut Berufsbildungswerk,Bezirksamt Spandau,815755.html,815755.txt,629
815750,https://www.berlin.de/ba-spandau/aktuelles/pressemitteilungen/2019/pressemitteilung.815750.php,29.05.2019,Das neue Programm der Volkshochschule ist da!,Bezirksamt Spandau,815750.html,815750.txt,569
815747,https://www.berlin.de/ba-reinickendorf/aktuelles/pressemitteilungen/2019/pressemitteilung.815747.php,29.05.2019,Spendenlauf für „Kein-Abseits!“: Bezirksstadtrat Tobias Dollase lobt ehrenamtliches Engagement,Bezirksamt Reinickendorf,815747.html,815747.txt,684
815746,https://www.berlin.de/ba-charlottenburg-wilmersdorf/aktuelles/pressemitteilungen/2019/pressemitteilung.815746.php,29.05.2019,Mit klarer Kante gegen Antisemitismus und den „Al-Quds-Marsch“ Solidarität mit Israel!,Bezirksamt Charlottenburg-Wilmersdorf,815746.html,815746.txt,1478
815709,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2019/pressemitteilung.815709.php,29.05.2019,"Podiumsdiskussion „Freiwilliges Engagement für die vielfältige Gesellschaft""",Bezirksamt Treptow-Köpenick,815709.html,815709.txt,914
815744,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2019/pressemitteilung.815744.php,29.05.2019,Ausstellungseröffnung - 100 Jahre Volkshochschule in Treptow-Köpenick,Bezirksamt Treptow-Köpenick,815744.html,815744.txt,889
815740,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2019/pressemitteilung.815740.php,29.05.2019,Einladung zur Einweihung der künstlerischen Installation WEIßER TRAUM von PING QIU,Bezirksamt Treptow-Köpenick,815740.html,815740.txt,946
815735,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2019/pressemitteilung.815735.php,29.05.2019,Gedenken an die Opfer der „Köpenicker Blutwoche“,Bezirksamt Treptow-Köpenick,815735.html,815735.txt,1055
815723,https://www.berlin.de/ba-charlottenburg-wilmersdorf/aktuelles/pressemitteilungen/2019/pressemitteilung.815723.php,29.05.2019,Bürgersprechstunde mit Bezirksstadtrat Detlef Wagner,Bezirksamt Charlottenburg-Wilmersdorf,815723.html,815723.txt,1006
815707,https://www.berlin.de/ba-reinickendorf/aktuelles/pressemitteilungen/2019/pressemitteilung.815707.php,29.05.2019,100. Geburtstag,Bezirksamt Reinickendorf,815707.html,815707.txt,535
815683,https://www.berlin.de/ba-reinickendorf/aktuelles/pressemitteilungen/2019/pressemitteilung.815683.php,29.05.2019,65. Hochzeitstag (Eiserne Hochzeit),Bezirksamt Reinickendorf,815683.html,815683.txt,549
815676,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2019/pressemitteilung.815676.php,29.05.2019,Sitzungstermine der Ausschüsse der Bezirksverordnetenversammlung Treptow-Köpenick in der 23. Kalenderwoche,Bezirksamt Treptow-Köpenick,815676.html,815676.txt,804
815651,https://www.berlin.de/ba-reinickendorf/aktuelles/pressemitteilungen/2019/pressemitteilung.815651.php,29.05.2019,resiART – Veranstaltungsprogramm Juni 2019,Bezirksamt Reinickendorf,815651.html,815651.txt,780
815627,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2019/pressemitteilung.815627.php,29.05.2019,Baumfällungen in der 23. Kalenderwoche 2019,Bezirksamt Treptow-Köpenick,815627.html,815627.txt,942
816068,https://www.berlin.de/ba-marzahn-hellersdorf/aktuelles/pressemitteilungen/2019/pressemitteilung.816068.php,29.05.2019,"Programm & Höhepunkte des Geburtstagsfestes ""40 Jahre - Wir feiern Marzahn-Hellersdorf""",Bezirksamt Marzahn-Hellersdorf,816068.html,816068.txt,948
815520,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2019/pressemitteilung.815520.php,29.05.2019,Neue Ausstellung Galerie Grünstraße,Bezirksamt Treptow-Köpenick,815520.html,815520.txt,852
815519,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2019/pressemitteilung.815519.php,29.05.2019,Mord im Treptower Park - Zwei Tatverdächtige festgenommen,Bezirksamt Treptow-Köpenick,815519.html,815519.txt,877
815229,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2019/pressemitteilung.815229.php,29.05.2019,Das Schreibcafé am 04.06.2019 unterwegs - Die Stadt und sich selbst neu entdecken durch Schreibspaziergänge,Bezirksamt Steglitz-Zehlendorf,815229.html,815229.txt,807
815184,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2019/pressemitteilung.815184.php,29.05.2019,"Beratung und Spracheinstufung der VHS Steglitz-Zehlendorf - Termine am 03.06., 17.06. und 05.08.2019",Bezirksamt Steglitz-Zehlendorf,815184.html,815184.txt,759
815161,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2019/pressemitteilung.815161.php,29.05.2019,Lesekreis des Freundeskreises der Stadtbibliothek am 03.06.2019,Bezirksamt Steglitz-Zehlendorf,815161.html,815161.txt,716
813294,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2019/pressemitteilung.813294.php,29.05.2019,"Bürgersprechstunden der Bezirksbürgermeisterin, der Bezirksstadträtinnen und Bezirksstadträte im Juni 2019",Bezirksamt Steglitz-Zehlendorf,813294.html,813294.txt,879
815657,https://www.berlin.de/ba-lichtenberg/aktuelles/pressemitteilungen/2019/pressemitteilung.815657.php,28.05.2019,Fahrzeugversteigerungen ab sofort in Lichtenberg,Bezirksamt Lichtenberg,815657.html,815657.txt,825
815485,https://www.berlin.de/ba-mitte/aktuelles/pressemitteilungen/2019/pressemitteilung.815485.php,28.05.2019,Saison der Wasserspielplätze 2019,Bezirksamt Mitte,815485.html,815485.txt,910
815461,https://www.berlin.de/ba-marzahn-hellersdorf/aktuelles/pressemitteilungen/2019/pressemitteilung.815461.php,28.05.2019,Der Feriensommer 2019 kann starten,Bezirksamt Marzahn-Hellersdorf,815461.html,815461.txt,695
815453,https://www.berlin.de/ba-marzahn-hellersdorf/aktuelles/pressemitteilungen/2019/pressemitteilung.815453.php,28.05.2019,Baumaßnahme Ringenwalder Straße - Ecke Parsteiner Ring,Bezirksamt Marzahn-Hellersdorf,815453.html,815453.txt,601
815431,https://www.berlin.de/ba-marzahn-hellersdorf/aktuelles/pressemitteilungen/2019/pressemitteilung.815431.php,28.05.2019,Kultur in Marzahn-Hellersdorf wird smart!,Bezirksamt Marzahn-Hellersdorf,815431.html,815431.txt,598
815428,https://www.berlin.de/ba-reinickendorf/aktuelles/pressemitteilungen/2019/pressemitteilung.815428.php,28.05.2019,28.Tag für Menschen mit und ohne Behinderung: Im schönen Monat Mai!,Bezirksamt Reinickendorf,815428.html,815428.txt,887
815353,https://www.berlin.de/ba-pankow/aktuelles/pressemitteilungen/2019/pressemitteilung.815353.php,28.05.2019,„Gitarrenabend auf 24 Saiten“ - Rathauskonzert am 3. Juni 2019,Bezirksamt Pankow,815353.html,815353.txt,580
815348,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2019/pressemitteilung.815348.php,28.05.2019,Carsharing-Angebote im Bezirk Treptow-Köpenick weiter ausgebaut,Bezirksamt Treptow-Köpenick,815348.html,815348.txt,931
815342,https://www.berlin.de/ba-mitte/aktuelles/pressemitteilungen/2019/pressemitteilung.815342.php,28.05.2019,Einladung zum 7. Moabiter Bildungsfest: Moabit for Future am 6. Juni auf dem Otto-Spielplatz,Bezirksamt Mitte,815342.html,815342.txt,990
815338,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2019/pressemitteilung.815338.php,28.05.2019,Ausfall von Sprechzeiten im Ordnungsamt Treptow-Köpenick,Bezirksamt Treptow-Köpenick,815338.html,815338.txt,811
815337,https://www.berlin.de/ba-reinickendorf/aktuelles/pressemitteilungen/2019/pressemitteilung.815337.php,28.05.2019,Lob und Auszeichnung für 163 Schülerlotsen,Bezirksamt Reinickendorf,815337.html,815337.txt,679
815322,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2019/pressemitteilung.815322.php,28.05.2019,Neue Hausärzte für Treptow-Köpenick,Bezirksamt Treptow-Köpenick,815322.html,815322.txt,932
815311,https://www.berlin.de/ba-mitte/aktuelles/pressemitteilungen/2019/pressemitteilung.815311.php,28.05.2019,Ausstellung von Comicverlagen und Live Drawing Konzert mit Reinhard Kleist und der Band The Good Sons in der Stadtbibliothek Mitte,Bezirksamt Mitte,815311.html,815311.txt,1230
815303,https://www.berlin.de/ba-lichtenberg/aktuelles/pressemitteilungen/2019/pressemitteilung.815303.php,28.05.2019,Bezirksamtsbeschlüsse,Bezirksamt Lichtenberg,815303.html,815303.txt,887
815297,https://www.berlin.de/ba-marzahn-hellersdorf/aktuelles/pressemitteilungen/2019/pressemitteilung.815297.php,28.05.2019,Gemeinsame Schwerpunktaktion der Berliner Ordnungsämter gegen ordnungswidriges Verhalten von Radfahrenden,Bezirksamt Marzahn-Hellersdorf,815297.html,815297.txt,901
815286,https://www.berlin.de/ba-charlottenburg-wilmersdorf/aktuelles/pressemitteilungen/2019/pressemitteilung.815286.php,28.05.2019,Ausstellungen in der Volkshochschule City West,Bezirksamt Charlottenburg-Wilmersdorf,815286.html,815286.txt,1175
815228,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2019/pressemitteilung.815228.php,28.05.2019,Aktiv für eine nachhaltige Entwicklung in Treptow-Köpenick,Bezirksamt Treptow-Köpenick,815228.html,815228.txt,966
815209,https://www.berlin.de/ba-pankow/aktuelles/pressemitteilungen/2019/pressemitteilung.815209.php,28.05.2019,Kooperationsvereinbarung über Erbringung kommunaler Eingliederungsleistungen,Bezirksamt Pankow,815209.html,815209.txt,757
815187,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2019/pressemitteilung.815187.php,28.05.2019,Ambrosia– Bekämpfung im Gebiet Wissenschaftsstandort Adlershof,Bezirksamt Treptow-Köpenick,815187.html,815187.txt,858
815143,https://www.berlin.de/ba-lichtenberg/aktuelles/pressemitteilungen/2019/pressemitteilung.815143.php,28.05.2019,Frühzeitige Beteiligung der Öffentlichkeit an der Bauleitplanung: Bebauungsplanentwurf 11-158,Bezirksamt Lichtenberg,815143.html,815143.txt,749
815140,https://www.berlin.de/ba-lichtenberg/aktuelles/pressemitteilungen/2019/pressemitteilung.815140.php,28.05.2019,Feierliche Einweihung: Ergänzungsbau am Grünen Campus,Bezirksamt Lichtenberg,815140.html,815140.txt,764
815054,https://www.berlin.de/ba-charlottenburg-wilmersdorf/aktuelles/pressemitteilungen/2019/pressemitteilung.815054.php,28.05.2019,Ausstellung und Aktionen zum Projekt „Wir teilen uns Berlin“,Bezirksamt Charlottenburg-Wilmersdorf,815054.html,815054.txt,1475
815050,https://www.berlin.de/ba-charlottenburg-wilmersdorf/aktuelles/pressemitteilungen/2019/pressemitteilung.815050.php,28.05.2019,Einführungskurs zum sicheren Umgang mit Pedelecs für Senior*innen,Bezirksamt Charlottenburg-Wilmersdorf,815050.html,815050.txt,1071
815022,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2019/pressemitteilung.815022.php,28.05.2019,Igel zum Aufstieg des 1. FC Union Berlin - Bezirksbürgermeister empfängt Mannschaft,Bezirksamt Treptow-Köpenick,815022.html,815022.txt,938
815011,https://www.berlin.de/ba-reinickendorf/aktuelles/pressemitteilungen/2019/pressemitteilung.815011.php,28.05.2019,Noch mehr Wasserbüffel: Zweite Gruppe mit neun Tieren ab heute im Tegeler Fließ unterwegs,Bezirksamt Reinickendorf,815011.html,815011.txt,720
814892,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2019/pressemitteilung.814892.php,28.05.2019,Wegen Himmelfahrt: BSR-Müllabfuhrtermine verschieben sich,Bezirksamt Treptow-Köpenick,814892.html,814892.txt,859
813420,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2019/pressemitteilung.813420.php,28.05.2019,Veränderte Erreichbarkeit des Fachdienstes Inkasso des Jugendamtes Steglitz-Zehlendorf noch bis zum 07.06.2019,Bezirksamt Steglitz-Zehlendorf,813420.html,813420.txt,746
813330,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2019/pressemitteilung.813330.php,28.05.2019,„Klänge der Karibik“ am 18.06.2019 im Hertha-Müller-Haus - Anmeldung und Kartenvorverkauf ab sofort.,Bezirksamt Steglitz-Zehlendorf,813330.html,813330.txt,745
814765,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2019/pressemitteilung.814765.php,28.05.2019,Verleihung des silbernen Bezirksabzeichens am 06.06.2019 - Fototermin,Bezirksamt Steglitz-Zehlendorf,814765.html,814765.txt,749
814762,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2019/pressemitteilung.814762.php,28.05.2019,Runder Tisch Lankwitz-Südende tagt am 29.05.2019 und sucht noch freiwillige Helfer und Helferinnen für das Kiez-Fest und den Marktplatz der Ideen,Bezirksamt Steglitz-Zehlendorf,814762.html,814762.txt,968
814979,https://www.berlin.de/ba-lichtenberg/aktuelles/pressemitteilungen/2019/pressemitteilung.814979.php,27.05.2019,Frühzeitige Beteiligung der Öffentlichkeit an der Bauleitplanung: Bebauungsplanentwurf XXII-2b,Bezirksamt Lichtenberg,814979.html,814979.txt,773
814858,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2019/pressemitteilung.814858.php,27.05.2019,Der Runde Tisch Allende-Viertel feiert sein einjähriges Bestehen,Bezirksamt Treptow-Köpenick,814858.html,814858.txt,956
814851,https://www.berlin.de/ba-mitte/aktuelles/pressemitteilungen/2019/pressemitteilung.814851.php,27.05.2019,Neue Ausstellung in der Berolina Galerie: Roswitha Grüttner – Malerei - Grafik,Bezirksamt Mitte,814851.html,814851.txt,901
814838,https://www.berlin.de/ba-mitte/aktuelles/pressemitteilungen/2019/pressemitteilung.814838.php,27.05.2019,Exkursion vom Umweltladen Mitte: „Zille und Zilpzalp“ – Natur und Kultur auf dem Südwest-Kirchhof Stahnsdorf,Bezirksamt Mitte,814838.html,814838.txt,976
814835,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2019/pressemitteilung.814835.php,27.05.2019,Die Fête de la Musique 2019 wird noch bunter – das Programm für den längsten Tag des Jahres steht,Bezirksamt Treptow-Köpenick,814835.html,814835.txt,1424
814827,https://www.berlin.de/ba-spandau/aktuelles/pressemitteilungen/2019/pressemitteilung.814827.php,27.05.2019,Kennen Sie schon die ReBox?,Bezirksamt Spandau,814827.html,814827.txt,694
814825,https://www.berlin.de/ba-charlottenburg-wilmersdorf/aktuelles/pressemitteilungen/2019/pressemitteilung.814825.php,27.05.2019,Projekt NEUE MOBILITÄT BERLIN startet mit der SOMMERFLOTTE 2019,Bezirksamt Charlottenburg-Wilmersdorf,814825.html,814825.txt,1375
814819,https://www.berlin.de/ba-spandau/aktuelles/pressemitteilungen/2019/pressemitteilung.814819.php,27.05.2019,Mehr(weg) für Spandau auf dem Kinder- und Familientag,Bezirksamt Spandau,814819.html,814819.txt,651
814792,https://www.berlin.de/ba-reinickendorf/aktuelles/pressemitteilungen/2019/pressemitteilung.814792.php,27.05.2019,Bürgerdialog Sicherheit und Ordnung in Reinickendorf-West: Bezirksstadtrat lädt zum Bürgergespräch,Bezirksamt Reinickendorf,814792.html,814792.txt,604
814764,https://www.berlin.de/ba-pankow/aktuelles/pressemitteilungen/2019/pressemitteilung.814764.php,27.05.2019,Tag der Offenen Tür in der Bibliothek am Wasserturm am 15. Juni 2019,Bezirksamt Pankow,814764.html,814764.txt,830
814724,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2019/pressemitteilung.814724.php,27.05.2019,Stand By Your Art – SBYA in Johannisthal,Bezirksamt Treptow-Köpenick,814724.html,814724.txt,1029
814719,https://www.berlin.de/ba-treptow-koepenick/aktuelles/pressemitteilungen/2019/pressemitteilung.814719.php,27.05.2019,Hochleistung in der Leitstelle,Bezirksamt Treptow-Köpenick,814719.html,814719.txt,826
814717,https://www.berlin.de/sen/web/presse/pressemitteilungen/2019/pressemitteilung.814717.php,27.05.2019,Der Mariannenplatz wird blau und Berlin gleich mit,"Senatsverwaltung für Wirtschaft, Energie und Betriebe",814717.html,814717.txt,897
814509,https://www.berlin.de/ba-friedrichshain-kreuzberg/aktuelles/pressemitteilungen/2019/pressemitteilung.814509.php,27.05.2019,"Der Mariannenplatz wird blau und Berlin gleich mit: 1. Tag des Berliner Trinkwassers mit Brunnenfest, Wasserbars und vielen Aktionen",Bezirksamt Friedrichshain-Kreuzberg,814509.html,814509.txt,1825
814700,https://www.berlin.de/ba-charlottenburg-wilmersdorf/aktuelles/pressemitteilungen/2019/pressemitteilung.814700.php,27.05.2019,Europatour mit Bezirksstadtrat Oliver Schruoffeneger,Bezirksamt Charlottenburg-Wilmersdorf,814700.html,814700.txt,1219
814690,https://www.berlin.de/ba-charlottenburg-wilmersdorf/aktuelles/pressemitteilungen/2019/pressemitteilung.814690.php,27.05.2019,Touro College Abschlusszeremonie,Bezirksamt Charlottenburg-Wilmersdorf,814690.html,814690.txt,1075
814607,https://www.berlin.de/wahlen/pressemitteilungen/2019/pressemitteilung.814607.php,27.05.2019,Vorläufiges Ergebnis festgestellt,Landeswahlleitung,814607.html,814607.txt,493
814390,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2019/pressemitteilung.814390.php,27.05.2019,Geführte Radtour „Berliner Moderne auf der Dahlem Route“,Bezirksamt Steglitz-Zehlendorf,814390.html,814390.txt,906
813860,https://www.berlin.de/ba-marzahn-hellersdorf/aktuelles/pressemitteilungen/2019/pressemitteilung.813860.php,27.05.2019,Ausstellung “Kunst im Auge des Betrachters“ in der KISTE,Bezirksamt Marzahn-Hellersdorf,813860.html,813860.txt,586
813849,https://www.berlin.de/ba-marzahn-hellersdorf/aktuelles/pressemitteilungen/2019/pressemitteilung.813849.php,27.05.2019,Veranstaltungen auf der Biesdorfer Parkbühne im Juni,Bezirksamt Marzahn-Hellersdorf,813849.html,813849.txt,713
813838,https://www.berlin.de/ba-marzahn-hellersdorf/aktuelles/pressemitteilungen/2019/pressemitteilung.813838.php,27.05.2019,Parkführung Schlosspark Biesdorf,Bezirksamt Marzahn-Hellersdorf,813838.html,813838.txt,725
811044,https://www.berlin.de/ba-marzahn-hellersdorf/aktuelles/pressemitteilungen/2019/pressemitteilung.811044.php,27.05.2019,Veranstaltungen des Frauenzentrum Matilde im Juni 2019,Bezirksamt Marzahn-Hellersdorf,811044.html,811044.txt,1185
810147,https://www.berlin.de/ba-marzahn-hellersdorf/aktuelles/pressemitteilungen/2019/pressemitteilung.810147.php,27.05.2019,Vortrag im JobCafé: Neu beim Jobcenter – alles Wichtige im Überblick,Bezirksamt Marzahn-Hellersdorf,810147.html,810147.txt,807
813438,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2019/pressemitteilung.813438.php,27.05.2019,Theater-Workshop für Kinder von 7 bis 12 Jahren in den Sommerferien (22.07. - 26.07.2019) - Anmeldeschlus: 30.05.2019,Bezirksamt Steglitz-Zehlendorf,813438.html,813438.txt,839
813434,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2019/pressemitteilung.813434.php,27.05.2019,Veränderte Erreichbarkeit des Fachdienstes Unterhaltsvorschuss des Jugendamtes Steglitz-Zehlendorf noch bis zum 7.6.2019,Bezirksamt Steglitz-Zehlendorf,813434.html,813434.txt,775
813401,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2019/pressemitteilung.813401.php,27.05.2019,"Vortrag zum Thema ""Stress and the City: Wann macht Stadtleben krank?"" am 28.05.2019",Bezirksamt Steglitz-Zehlendorf,813401.html,813401.txt,826
813343,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2019/pressemitteilung.813343.php,27.05.2019,Kolumbianische Rhythmen am 18.06.2019 im Komunikationszentrum am Ostpreußendamm - Anmeldung empfohlen,Bezirksamt Steglitz-Zehlendorf,813343.html,813343.txt,736
813411,https://www.berlin.de/ba-steglitz-zehlendorf/aktuelles/pressemitteilungen/2019/pressemitteilung.813411.php,27.05.2019,Musikalische Show des Künstlers Donato Plögert am 28.05.2019 im Maria-Rimkus-Haus- Anmeldungen ab sofort,Bezirksamt Steglitz-Zehlendorf,813411.html,813411.txt,774
814479,https://www.berlin.de/wahlen/pressemitteilungen/2019/pressemitteilung.814479.php,26.05.2019,Wahlbeteiligung um 16 Uhr höher als 2014,Landeswahlleitung,814479.html,814479.txt,407
814473,https://www.berlin.de/wahlen/pressemitteilungen/2019/pressemitteilung.814473.php,26.05.2019,"Wahlbeteiligung um 12.00 Uhr: 21,7 Prozent",Landeswahlleitung,814473.html,814473.txt,427
